Customer ID,Tenure,Geography ID,Completed tutorial,Subscription ID,Role,Company ID,Rating,Theme,Original Score
10002408,22,1,yes,2,1,3,High,reliability,10
10002409,9,4,yes,2,1,2,High,services,9
10002410,17,1,yes,2,1,2,High,security,8
10002411,18,2,yes,2,1,2,High,speed,7
10002412,4,1,yes,2,1,2,High,services,6
10002413,2,4,yes,2,1,2,High,price,8
10002414,29,3,yes,2,1,2,High,support,7
10002415,16,2,yes,2,1,2,High,features,8
10002416,3,4,yes,2,1,2,High,features,9
10002417,7,1,no,2,1,2,High,security,9
10002418,1,1,yes,1,1,2,High,price,10
10002419,26,1,yes,2,1,2,High,reliability,6
10002420,25,3,yes,2,1,2,High,price,8
10002421,15,1,yes,2,1,2,High,features,10
10002422,9,1,yes,2,1,1,High,features,9
10002423,11,1,yes,1,1,3,High,features,6
10002424,28,3,yes,2,1,3,High,speed,10
10002425,11,3,yes,2,1,1,High,services,8
10002426,15,1,yes,2,1,2,High,services,7
10002427,18,2,yes,2,1,2,High,speed,8
10002428,6,2,no,2,1,2,High,speed,9
10002430,17,3,yes,2,1,2,High,security,9
10002431,28,2,yes,1,1,2,High,features,9
10002432,13,3,yes,2,1,1,High,price,6
10002433,29,1,yes,1,1,3,High,reliability,10
10002434,23,2,yes,1,1,2,High,speed,9
10002435,26,1,yes,2,1,3,High,services,6
10002436,10,2,yes,2,1,1,High,design,9
10002437,3,1,no,2,1,3,High,reliability,9
10002438,5,1,yes,2,1,3,High,design,10
10002439,24,2,no,2,1,2,High,speed,6
10002440,27,3,yes,2,1,3,High,services,8
10002441,3,4,yes,1,1,2,High,price,10
10002442,1,3,no,2,1,2,High,price,6
10002443,18,1,yes,2,1,2,High,price,7
10002444,29,1,yes,2,1,3,High,navigation,9
10002445,2,1,no,2,1,1,High,reliability,7
10002446,26,2,yes,2,1,2,High,security,9
10002447,6,1,yes,2,1,2,High,features,9
10002448,13,1,yes,2,1,1,High,reliability,9
10002449,5,1,yes,2,1,2,High,services,8
10002450,18,1,yes,2,1,2,High,price,6
10002451,26,3,yes,2,1,2,High,price,8
10002452,22,1,yes,1,1,2,High,services,6
10002453,5,1,yes,2,1,2,High,price,8
10002454,4,2,yes,2,1,3,High,design,7
10002455,14,1,yes,2,1,1,High,features,10
10002456,19,2,yes,2,1,2,High,speed,6
10002457,13,1,yes,2,1,3,High,price,6
10002458,10,1,yes,2,1,2,High,reliability,9
10002459,28,1,yes,2,1,2,High,security,7
10002460,4,1,yes,2,1,2,High,speed,9
10002461,28,1,yes,2,1,2,High,services,7
10002462,22,3,no,2,1,2,High,design,8
10002463,47,4,yes,2,1,1,High,price,8
10002464,26,2,yes,2,1,2,High,support,7
10002465,13,2,yes,1,1,2,High,speed,10
10002466,35,2,yes,2,1,1,High,speed,7
10002467,28,1,yes,2,1,1,High,price,8
10002468,13,1,no,2,1,2,High,security,10
10002469,29,1,yes,2,1,3,High,reliability,10
10002470,19,1,yes,2,1,1,High,services,8
10002471,17,2,yes,2,1,2,High,speed,10
10002472,27,1,no,2,1,2,High,support,10
10002473,25,1,yes,1,1,2,High,price,8
10002474,21,1,yes,2,1,2,High,price,7
10002475,20,2,no,2,1,2,High,security,6
10002476,13,2,yes,2,1,1,High,features,7
10002477,4,4,yes,2,1,1,High,reliability,9
10002478,18,3,yes,2,1,2,High,price,9
10002479,23,1,yes,2,1,1,High,security,10
10002481,23,1,yes,1,1,1,High,reliability,6
10002482,21,1,yes,2,1,2,High,services,8
10002483,12,1,yes,2,1,2,High,features,9
10002484,6,3,yes,2,1,2,High,price,7
10002485,26,2,no,2,1,2,High,security,9
10002486,25,3,yes,2,1,2,High,price,8
10002487,12,4,yes,2,1,3,High,reliability,6
10002488,18,1,yes,2,1,3,High,reliability,10
10002489,29,1,yes,2,1,1,High,price,7
10002490,27,1,yes,2,1,2,High,speed,10
10002491,13,1,yes,1,1,1,High,reliability,7
10002492,9,1,yes,2,1,2,High,reliability,6
10002493,10,1,no,2,1,1,High,features,8
10002494,4,4,yes,2,1,3,High,price,8
10002495,9,1,yes,2,1,2,High,features,9
10002496,19,1,yes,2,1,1,High,reliability,9
10002497,24,1,yes,2,1,2,High,navigation,6
10002498,23,4,yes,2,1,2,High,design,6
10002499,13,1,yes,2,1,2,High,price,9
10002500,24,2,yes,2,1,2,High,speed,6
10002501,17,1,yes,2,1,2,High,other,10
10002502,25,3,yes,2,1,2,High,price,7
10002503,18,1,yes,1,1,2,High,support,9
10002504,22,3,yes,2,1,3,High,price,7
10002505,12,2,yes,2,1,2,High,speed,6
10002506,10,1,yes,2,1,2,High,reliability,10
10002507,20,3,yes,2,1,2,High,price,8
10002508,1,1,yes,2,1,3,High,reliability,8
10002509,57,4,yes,2,1,3,High,reliability,8
10002510,1,1,yes,2,1,2,High,security,6
10002511,17,1,yes,2,1,3,High,features,9
10002512,3,3,yes,2,1,2,High,price,10
10002513,14,4,yes,2,1,1,High,features,6
10002514,19,1,yes,2,1,2,High,reliability,7
10002515,11,1,yes,2,1,2,High,features,9
10002516,19,1,yes,2,1,1,High,reliability,10
10002517,25,1,yes,1,1,2,High,features,7
10002518,22,2,yes,2,1,2,High,speed,10
10002519,39,1,yes,2,1,1,High,services,6
10002520,28,1,yes,2,1,2,High,price,9
10002521,11,1,yes,2,1,2,High,price,10
10002522,13,1,no,2,1,2,High,price,8
10002523,7,3,no,2,1,3,High,price,9
10002524,6,2,yes,2,1,2,High,speed,10
10002525,29,1,yes,2,1,2,High,price,10
10002526,13,1,yes,2,1,3,High,features,6
10002527,19,4,no,2,1,3,High,speed,6
10002528,12,1,yes,2,1,1,High,price,10
10002529,24,1,yes,2,1,2,High,services,10
10002530,23,2,yes,2,1,2,High,speed,9
10002531,16,1,yes,2,1,2,High,price,6
10002532,18,1,yes,2,1,2,High,reliability,7
10002534,1,3,yes,2,1,2,High,price,10
10002536,10,2,yes,2,1,1,High,features,8
10002537,19,3,yes,2,1,2,High,price,6
10002538,27,1,yes,2,1,2,High,features,7
10002539,14,1,yes,2,1,2,High,services,8
10002540,22,1,yes,2,1,2,High,features,10
10002541,8,1,yes,2,1,2,High,price,6
10002542,13,1,yes,2,1,2,High,price,7
10002543,29,2,yes,2,1,3,High,price,10
10002544,6,3,yes,2,1,3,High,security,7
10002545,20,1,yes,2,1,2,High,reliability,6
10002546,21,1,yes,1,1,3,High,services,6
10002547,16,3,no,2,1,2,High,price,6
10002548,16,1,yes,2,1,2,High,speed,10
10002549,27,3,yes,2,1,2,High,services,6
10002551,4,4,yes,2,1,1,High,reliability,9
10002552,7,2,yes,2,1,2,High,speed,8
10002553,14,2,yes,2,1,2,High,speed,6
10002554,15,1,no,2,1,2,High,price,10
10002555,29,3,yes,2,1,3,High,price,8
10002556,22,2,yes,2,1,2,High,design,10
10002557,1,2,yes,1,1,2,High,speed,6
10002558,18,1,no,2,1,2,High,services,10
10002559,12,3,yes,1,1,2,High,services,9
10002560,10,1,yes,1,1,1,High,price,6
10002561,4,1,yes,1,1,2,High,price,6
10002562,6,1,yes,1,1,3,High,services,7
10002563,22,1,yes,2,1,3,High,reliability,6
10002564,23,3,yes,2,1,2,High,price,8
10002565,20,1,yes,2,1,2,High,features,7
10002566,25,2,yes,2,1,2,High,speed,7
10002567,24,1,yes,2,1,1,High,features,9
10002568,12,1,yes,1,1,3,High,price,6
10002571,15,1,yes,2,1,3,High,reliability,10
10002572,13,3,yes,2,1,2,High,price,6
10002573,21,4,yes,2,1,2,High,price,9
10002574,22,3,no,2,1,2,High,price,7
10002575,2,1,yes,2,1,2,High,services,9
10002576,48,2,yes,2,1,2,High,security,9
10002577,3,3,yes,1,1,2,High,security,7
10002578,8,1,yes,2,1,2,High,price,10
10002579,15,1,yes,2,1,2,High,price,7
10002580,11,3,yes,1,1,2,High,price,7
10002581,2,1,yes,2,1,2,High,reliability,9
10002582,14,1,yes,2,1,3,High,features,7
10002583,18,1,yes,1,1,2,High,features,6
10002584,6,1,yes,2,1,1,High,price,10
10002585,27,3,yes,1,1,2,High,speed,6
10002586,23,2,yes,2,1,1,High,speed,9
10002587,49,1,no,1,1,2,High,security,7
10002588,29,1,yes,2,1,3,High,price,10
10002589,12,3,yes,2,1,2,High,price,8
10002590,10,4,yes,2,1,2,High,design,6
10002591,10,1,yes,2,1,2,High,speed,8
10002592,15,3,yes,2,1,2,High,price,8
10002593,31,1,yes,2,1,1,High,reliability,10
10002594,30,3,yes,2,1,2,High,price,6
10002595,42,1,yes,2,1,2,High,price,10
10002596,29,1,yes,2,1,2,High,features,10
10002597,5,1,yes,2,1,2,High,price,9
10002598,2,1,yes,1,1,1,High,features,10
10002600,22,1,yes,2,1,2,High,price,10
10002601,46,2,yes,2,1,1,High,features,6
10002602,16,1,yes,2,1,2,High,price,8
10002603,3,1,yes,2,1,3,High,price,9
10002604,26,2,yes,1,1,2,High,features,7
10002605,12,1,no,2,1,2,High,design,8
10002606,27,3,yes,2,1,2,High,price,10
10002607,15,1,yes,2,1,1,High,other,7
10002608,30,3,no,2,1,2,High,price,7
10002609,20,3,yes,2,1,3,High,price,10
10002610,14,1,yes,2,1,2,High,support,10
10002611,1,1,yes,2,1,2,High,features,10
10002612,18,2,yes,2,1,3,High,security,7
10002613,23,1,yes,2,1,2,High,speed,7
10002614,44,1,yes,2,1,2,High,security,9
10002615,29,1,yes,2,1,2,High,services,10
10002616,20,2,yes,2,1,1,High,speed,7
10002617,24,2,yes,2,1,1,High,speed,10
10002618,19,1,no,2,1,2,High,security,8
10002619,22,1,yes,2,1,1,High,reliability,6
10002620,8,2,no,2,1,2,High,support,10
10002621,2,1,yes,2,1,2,High,features,10
10002622,17,1,yes,2,1,2,High,security,7
10002624,28,1,yes,2,1,2,High,services,9
10002625,14,2,yes,2,1,2,High,speed,10
10002626,19,3,yes,2,1,2,High,price,9
10002627,29,3,yes,2,1,2,High,price,9
10002628,12,3,yes,2,1,2,High,price,7
10002629,16,3,yes,2,1,3,High,other,7
10002630,5,4,yes,2,1,2,High,price,7
10002631,28,1,yes,2,1,2,High,price,6
10002632,14,3,yes,2,1,2,High,reliability,7
10002633,26,3,no,2,1,2,High,price,6
10002634,29,1,yes,1,1,2,High,services,7
10002635,13,3,yes,2,1,2,High,price,8
10002636,28,1,yes,2,1,1,High,services,9
10002637,1,3,yes,2,1,2,High,price,9
10002638,9,1,yes,2,1,2,High,reliability,6
10002639,22,1,no,2,1,2,High,reliability,6
10002640,49,1,no,2,1,2,High,price,10
10002641,25,3,yes,2,1,1,High,price,9
10002642,3,1,yes,2,1,3,High,price,10
10002643,7,2,yes,1,1,2,High,design,10
10002644,13,2,yes,2,1,3,High,reliability,8
10002646,6,2,yes,2,1,2,High,price,7
10002647,14,3,yes,2,1,3,High,security,8
10002648,9,3,yes,2,1,2,High,features,10
10002649,1,1,yes,2,1,2,High,price,7
10002650,3,1,yes,1,1,3,High,speed,6
10002651,2,3,yes,2,1,2,High,price,9
10002652,17,1,yes,2,1,2,High,features,7
10002653,10,2,yes,2,1,3,High,speed,6
10002654,2,2,yes,2,1,2,High,speed,9
10002655,26,3,yes,2,1,2,High,price,9
10002656,41,1,yes,1,1,1,High,services,7
10002657,21,1,yes,2,1,2,High,price,10
10002658,22,1,yes,2,1,2,High,price,10
10002659,10,1,yes,2,1,3,High,governance,7
10002660,2,3,yes,2,1,2,High,price,7
10002661,16,2,yes,2,1,1,High,navigation,8
10002662,41,2,yes,2,1,1,High,features,7
10002663,25,4,no,2,1,2,High,price,6
10002664,27,1,yes,2,1,1,High,features,10
10002665,25,1,yes,2,1,2,High,services,10
10002666,26,1,yes,2,1,1,High,price,6
10002667,3,1,yes,2,1,2,High,reliability,8
10002668,15,1,yes,2,1,1,High,price,10
10002669,29,1,yes,2,1,3,High,features,10
10002670,16,3,yes,1,1,3,High,price,6
10002671,8,1,yes,2,1,2,High,reliability,6
10002672,2,1,yes,2,1,2,High,design,10
10002673,19,1,yes,2,1,2,High,price,9
10002674,17,1,yes,2,1,2,High,speed,6
10002675,17,1,yes,2,1,2,High,reliability,9
10002676,3,1,yes,2,1,1,High,reliability,7
10002677,15,3,no,2,1,2,High,price,8
10002678,9,1,yes,2,1,1,High,services,8
10002679,9,1,yes,2,1,1,High,reliability,7
10002680,10,3,yes,2,1,3,High,price,6
10002681,1,1,no,2,1,2,High,security,6
10002682,21,3,yes,2,1,2,High,price,8
10002683,7,4,yes,2,1,2,High,design,10
10002684,40,1,yes,2,1,1,High,reliability,10
10002685,15,2,yes,2,1,3,High,speed,10
10002686,15,3,no,1,1,2,High,security,7
10002687,13,4,yes,2,1,2,High,features,6
10002688,1,3,yes,2,1,2,High,price,9
10002689,21,1,no,2,1,2,High,features,9
10002690,12,1,yes,1,1,1,High,price,10
10002691,17,1,yes,2,1,2,High,price,7
10002692,18,1,yes,1,1,2,High,reliability,9
10002693,13,1,no,2,1,1,High,price,10
10002694,4,1,yes,2,1,2,High,reliability,9
10002695,26,4,yes,2,1,2,High,price,8
10002696,22,1,yes,2,1,2,High,price,10
10002697,15,1,yes,1,1,2,High,features,10
10002698,26,1,no,2,1,2,High,design,8
10002699,24,1,no,2,1,1,High,price,6
10002700,4,1,yes,1,1,2,High,features,7
10002701,22,1,yes,1,1,2,High,price,6
10002702,25,3,yes,2,1,2,High,price,8
10002704,16,3,yes,1,1,1,High,price,7
10002705,1,1,yes,1,1,2,High,features,6
10002706,7,1,yes,2,1,3,High,features,8
10002707,21,1,yes,2,1,2,High,price,7
10002708,28,3,yes,2,1,2,High,price,7
10002709,21,1,yes,2,1,2,High,reliability,8
10002710,9,3,yes,2,1,2,High,services,9
10002711,29,1,yes,2,1,2,High,price,7
10002712,18,2,yes,2,1,2,High,support,10
10002713,7,2,yes,2,1,2,High,speed,10
10002714,19,1,yes,2,1,2,High,reliability,6
10002716,15,4,yes,1,1,2,High,features,9
10002717,2,2,no,2,1,2,High,speed,9
10002718,13,3,yes,1,1,2,High,speed,8
10002719,6,2,yes,2,1,1,High,speed,9
10002721,19,1,yes,2,1,2,High,reliability,7
10002722,20,3,yes,2,1,2,High,price,9
10002723,20,1,yes,2,1,2,High,price,6
10002724,13,1,no,2,1,3,High,features,7
10002725,29,1,no,2,1,3,High,price,7
10002726,20,3,no,2,1,2,High,price,8
10002727,17,1,yes,2,1,2,High,design,7
10002728,11,1,yes,1,1,2,High,features,8
10002729,3,1,yes,1,1,2,High,price,6
10002730,23,1,yes,2,1,2,High,features,7
10002732,21,1,yes,2,1,2,High,price,9
10002733,28,1,yes,2,1,3,High,features,9
10002734,2,1,yes,2,1,2,High,features,9
10002735,3,1,yes,2,1,2,High,price,8
10002736,28,1,yes,2,1,2,High,features,9
10002737,18,1,yes,2,1,3,High,features,7
10002738,9,1,yes,1,1,3,High,price,8
10002739,9,3,yes,2,1,3,High,security,10
10002740,28,1,yes,2,1,1,High,services,8
10002741,22,2,yes,2,1,2,High,speed,6
10002742,25,1,yes,2,1,2,High,speed,8
10002743,8,2,yes,2,1,1,High,speed,10
10002744,5,1,yes,2,1,1,High,price,6
10002745,11,2,yes,2,1,2,High,speed,10
10002746,24,1,no,2,1,1,High,reliability,10
10002747,5,3,yes,2,1,2,High,price,10
10002748,9,1,yes,2,1,2,High,reliability,10
10002749,27,2,no,2,1,1,High,speed,9
10002750,19,1,yes,2,1,2,High,features,8
10002751,3,1,yes,2,1,1,High,price,8
10002752,19,2,yes,2,1,2,High,speed,10
10002753,20,1,yes,2,1,2,High,reliability,7
10002754,2,1,yes,2,1,3,High,reliability,10
10002755,4,1,yes,2,1,2,High,reliability,8
10002756,4,1,yes,2,1,2,High,services,8
10002757,18,2,yes,2,1,2,High,speed,8
10002758,6,1,yes,2,1,2,High,reliability,7
10002759,5,3,yes,2,1,2,High,speed,7
10002760,27,1,yes,2,1,2,High,navigation,10
10002761,23,1,yes,2,1,1,High,features,9
10002762,1,1,yes,2,1,2,High,design,10
10002763,20,1,yes,2,1,2,High,services,6
10002764,54,3,yes,1,1,3,High,security,7
10002765,27,1,yes,2,1,2,High,features,8
10002766,22,1,yes,2,1,2,High,security,8
10002767,22,1,yes,2,1,2,High,services,6
10002768,10,1,yes,2,1,1,High,reliability,6
10002769,24,1,yes,2,1,2,High,price,10
10002770,23,1,yes,2,1,2,High,features,10
10002771,29,1,yes,2,1,2,High,reliability,10
10002772,26,2,yes,2,1,3,High,governance,7
10002773,22,1,yes,2,1,2,High,features,6
10002774,11,2,no,2,1,2,High,speed,8
10002775,16,1,yes,2,1,2,High,features,8
10002776,23,1,yes,1,1,2,High,security,10
10002777,2,2,yes,2,1,2,High,other,7
10002778,45,4,yes,2,1,1,High,governance,6
10002779,23,3,yes,1,1,2,High,price,7
10002780,21,1,yes,2,1,2,High,navigation,6
10002781,14,2,yes,2,1,2,High,speed,7
10002782,6,1,yes,2,1,2,High,price,10
10002783,22,3,yes,2,1,2,High,price,10
10002784,22,2,no,2,1,2,High,speed,6
10002785,9,1,yes,2,1,2,High,price,6
10002786,45,1,yes,2,1,2,High,features,8
10002787,22,1,yes,2,1,3,High,reliability,7
10002788,12,3,yes,2,1,2,High,price,9
10002789,6,1,yes,1,1,2,High,price,6
10002790,4,3,yes,2,1,2,High,price,8
10002791,3,3,yes,2,1,2,High,support,9
10002792,29,1,yes,1,1,3,High,navigation,8
10002793,29,2,yes,2,1,3,High,speed,8
10002794,3,2,no,2,1,2,High,speed,10
10002795,19,1,yes,2,1,2,High,price,8
10002796,20,1,yes,2,1,2,High,price,7
10002797,2,1,yes,1,1,2,High,reliability,10
10002798,1,3,yes,2,1,2,High,design,8
10002799,18,1,yes,2,1,1,High,services,9
10002800,26,1,no,2,1,2,High,price,8
10002801,13,1,yes,1,1,2,High,price,7
10002802,15,3,yes,2,1,2,High,price,10
10002803,1,3,yes,2,1,2,High,price,8
10002804,22,1,no,2,1,2,High,features,8
10002805,7,1,yes,2,1,2,High,price,6
10002806,6,3,yes,2,1,2,High,price,7
10002807,28,4,no,2,1,2,High,price,9
10002808,15,1,no,2,1,1,High,price,7
10002809,29,1,yes,2,1,2,High,features,7
10002810,1,3,yes,1,1,2,High,price,9
10002811,25,1,yes,1,1,2,High,reliability,8
10002812,28,1,yes,2,1,1,High,price,10
10002813,19,1,yes,2,1,2,High,price,6
10002814,26,1,yes,2,1,2,High,price,7
10002815,20,3,yes,2,1,2,High,security,10
10002816,35,2,yes,2,1,1,High,features,10
10002817,17,1,yes,2,1,2,High,speed,9
10002819,2,2,yes,2,1,2,High,speed,8
10002820,13,1,yes,2,1,2,High,price,7
10002821,26,1,yes,2,1,2,High,reliability,10
10002822,1,2,yes,2,1,2,High,speed,7
10002823,20,2,yes,2,1,2,High,speed,6
10002824,12,3,yes,2,1,2,High,price,8
10002825,22,2,yes,2,1,2,High,speed,10
10002826,10,1,yes,2,1,2,High,reliability,10
10002827,9,3,yes,2,1,2,High,price,9
10002829,20,3,yes,2,1,2,High,price,7
10002830,22,3,yes,2,1,3,High,security,8
10002831,14,1,yes,2,1,2,High,design,6
10002832,19,1,yes,2,1,2,High,reliability,8
10002833,2,3,yes,2,1,1,High,price,7
10002834,20,3,yes,2,1,2,High,support,8
10002835,6,1,yes,2,1,1,High,speed,7
10002836,27,3,yes,2,1,2,High,features,9
10002837,14,1,yes,2,1,2,High,price,9
10002838,18,1,yes,2,1,1,High,navigation,10
10002839,10,3,yes,2,1,2,High,price,7
10002841,4,1,yes,2,1,2,High,features,7
10002842,13,1,yes,2,1,1,High,reliability,6
10002843,27,3,yes,2,1,2,High,price,10
10002844,8,3,yes,2,1,1,High,navigation,6
10002845,23,1,yes,2,1,3,High,price,8
10002846,7,3,yes,2,1,2,High,price,9
10002847,7,1,yes,2,1,2,High,features,10
10002848,2,3,yes,2,1,2,High,price,7
10002849,11,4,yes,2,1,1,High,price,7
10002850,2,3,yes,1,1,3,High,reliability,8
10002851,14,1,yes,2,1,2,High,features,7
10002852,17,1,yes,2,1,2,High,services,10
10002853,15,1,yes,2,1,3,High,price,8
10002854,26,3,yes,2,1,2,High,price,7
10002855,29,4,yes,2,1,2,High,price,8
10002856,22,3,yes,2,1,2,High,price,10
10002857,12,1,no,2,1,2,High,reliability,7
10002858,3,3,yes,2,1,2,High,services,9
10002860,5,1,yes,2,1,2,High,price,6
10002861,11,3,yes,2,1,2,High,price,10
10002862,27,1,yes,2,1,2,High,price,7
10002864,23,1,yes,1,1,2,High,features,6
10002865,6,1,yes,2,1,2,High,services,7
10002866,3,1,no,1,1,1,High,features,10
10002867,2,2,yes,1,1,2,High,design,7
10002869,53,1,yes,2,1,2,High,security,7
10002870,18,2,yes,2,1,1,High,speed,7
10002871,26,1,yes,1,1,3,High,support,8
10002872,24,1,yes,1,1,1,High,features,6
10002873,19,1,yes,2,1,1,High,price,8
10002874,19,2,no,2,1,2,High,speed,10
10002875,18,1,no,1,1,3,High,services,8
10002876,19,2,yes,1,1,2,High,security,7
10002877,23,3,yes,2,1,2,High,price,9
10002878,6,1,yes,2,1,2,High,speed,6
10002879,14,1,yes,1,1,2,High,price,8
10002880,26,1,yes,2,1,3,High,features,10
10002881,10,1,yes,2,1,1,High,support,7
10002882,8,3,yes,2,1,1,High,price,7
10002883,11,1,yes,2,1,2,High,speed,9
10002884,5,1,no,2,1,2,High,security,7
10002885,12,1,yes,2,1,2,High,price,9
10002886,8,1,yes,2,1,2,High,price,6
10002887,21,1,yes,2,1,3,High,reliability,6
10002888,24,1,yes,2,1,2,High,price,10
10002889,23,1,yes,2,1,3,High,services,8
10002890,27,2,yes,2,1,1,High,speed,8
10002891,5,2,yes,2,1,2,High,features,6
10002892,17,2,yes,2,1,2,High,design,6
10002893,6,1,yes,2,1,2,High,price,7
10002894,13,1,yes,2,1,2,High,design,7
10002895,1,1,yes,2,1,2,High,design,7
10002896,14,1,yes,1,1,2,High,price,8
10002897,6,1,yes,2,1,2,High,price,9
10002898,26,3,yes,2,1,2,High,design,9
10002899,24,2,yes,2,1,2,High,speed,9
10002901,19,2,yes,1,1,2,High,speed,8
10002902,12,1,yes,2,1,3,High,price,9
10002903,5,3,yes,2,1,2,High,features,10
10002904,3,2,yes,2,1,2,High,support,6
10002905,5,1,yes,2,1,1,High,reliability,6
10002906,9,2,yes,2,1,1,High,design,10
10002907,17,1,no,2,1,2,High,price,10
10002908,27,3,yes,2,1,2,High,design,10
10002909,12,1,no,2,1,2,High,services,7
10002910,15,1,yes,2,1,3,High,reliability,9
10002911,15,1,yes,2,1,2,High,features,6
10002912,12,3,yes,2,1,2,High,price,10
10002913,14,1,yes,2,1,2,High,security,6
10002914,28,3,yes,2,1,2,High,navigation,10
10002915,44,1,yes,2,1,2,High,security,8
10002916,4,1,yes,2,1,3,High,speed,8
10002917,22,3,yes,2,1,2,High,price,8
10002918,7,3,yes,2,1,2,High,reliability,10
10002919,1,1,yes,2,1,2,High,price,9
10002920,22,3,yes,2,1,2,High,price,6
10002921,44,3,yes,2,1,2,High,speed,8
10002922,17,3,yes,2,1,2,High,price,10
10002923,8,3,yes,2,1,2,High,services,8
10002924,11,1,yes,2,1,2,High,price,6
10002925,5,1,yes,2,1,2,High,services,9
10002926,27,1,yes,2,1,2,High,price,8
10002927,24,1,yes,2,1,3,High,services,10
10002928,12,2,no,1,1,1,High,speed,9
10002929,16,1,yes,2,1,2,High,price,8
10002930,9,1,yes,2,1,1,High,speed,9
10002931,18,3,yes,2,1,2,High,price,7
10002932,15,1,yes,2,1,1,High,price,7
10002933,12,1,no,2,1,2,High,services,7
10002934,23,1,yes,2,1,2,High,services,9
10002935,21,1,yes,2,1,2,High,features,10
10002936,29,1,yes,2,1,2,High,services,10
10002937,28,1,yes,2,1,1,High,services,8
10002938,18,1,yes,2,1,1,High,reliability,6
10002939,6,1,yes,2,1,2,High,navigation,8
10002940,15,1,yes,2,1,2,High,price,9
10002941,18,1,yes,2,1,2,High,price,6
10002942,1,1,yes,2,1,2,High,price,6
10002943,22,3,yes,2,1,2,High,price,7
10002944,45,1,yes,2,1,1,High,services,9
10002945,56,1,yes,2,1,2,High,price,6
10002946,25,4,no,2,1,1,High,features,7
10002947,11,1,yes,1,1,2,High,reliability,10
10002949,1,1,yes,2,1,2,High,reliability,6
10002950,9,2,yes,2,1,1,High,design,10
10002951,19,2,yes,2,1,1,High,speed,9
10002952,23,1,yes,2,1,2,High,price,10
10002953,11,1,no,2,1,1,High,price,7
10002954,4,1,yes,2,1,2,High,reliability,10
10002955,13,1,yes,2,1,3,High,reliability,9
10002956,28,1,yes,2,1,2,High,price,7
10002957,13,1,yes,2,1,2,High,features,10
10002958,10,3,yes,2,1,2,High,services,6
10002960,15,2,yes,2,1,2,High,reliability,7
10002961,16,1,yes,2,1,2,High,features,10
10002962,17,2,yes,2,1,1,High,support,9
10002963,9,1,yes,2,1,2,High,services,9
10002964,18,1,yes,2,1,2,High,features,7
10002965,20,3,yes,2,1,2,High,price,10
10002966,21,1,yes,2,1,2,High,navigation,7
10002967,14,2,yes,2,1,2,High,speed,8
10002968,2,1,yes,1,1,3,High,services,6
10002969,22,1,no,2,1,1,High,features,6
10002970,14,3,yes,2,1,2,High,price,9
10002971,14,3,yes,2,1,1,High,other,9
10002972,22,1,yes,2,1,2,High,services,10
10002973,23,3,yes,2,1,2,High,price,8
10002974,23,1,yes,2,1,1,High,reliability,8
10002975,22,3,yes,2,1,2,High,price,10
10002976,19,1,yes,2,1,1,High,price,6
10002977,15,2,yes,1,1,2,High,speed,9
10002978,28,1,yes,2,1,3,High,services,6
10002979,9,2,yes,2,1,2,High,speed,7
10002981,15,1,yes,2,1,1,High,features,6
10002982,19,2,yes,1,1,2,High,features,10
10002983,29,3,yes,2,1,3,High,other,8
10002984,3,1,yes,2,1,2,High,security,8
10002985,29,1,yes,2,1,3,High,reliability,7
10002986,23,1,yes,1,1,2,High,reliability,8
10002987,21,3,yes,2,1,2,High,price,6
10002988,18,4,yes,2,1,2,High,speed,8
10002989,18,1,yes,2,1,3,High,services,7
10002990,27,1,yes,2,1,1,High,reliability,6
10002991,10,2,yes,2,1,2,High,features,9
10002992,27,4,yes,2,1,1,High,price,8
10002993,24,1,yes,2,1,2,High,reliability,10
10002994,8,3,yes,2,1,2,High,price,7
10002995,41,1,yes,2,1,2,High,security,7
10002996,12,2,no,2,1,2,High,speed,10
10002997,1,2,yes,2,1,1,High,support,8
10002998,22,2,yes,2,1,3,High,speed,7
10002999,11,1,yes,2,1,2,High,features,9
10003000,10,3,yes,2,1,2,High,reliability,9
10003002,22,1,yes,2,1,2,High,services,7
10003003,22,3,yes,2,1,2,High,price,9
10003004,28,1,yes,2,1,1,High,usability,9
10003005,26,1,yes,2,1,3,High,services,7
10003006,6,1,yes,2,1,2,High,services,7
10003007,8,1,yes,2,1,3,High,features,10
10003008,1,1,yes,1,1,2,High,features,9
10003009,5,3,yes,2,1,2,High,price,9
10003010,29,1,yes,2,1,1,High,reliability,10
10003011,1,1,yes,2,1,1,High,features,8
10003012,15,3,yes,2,1,2,High,price,7
10003014,27,3,yes,2,1,2,High,price,9
10003015,14,1,yes,2,1,2,High,design,7
10003016,27,1,yes,2,1,2,High,navigation,9
10003017,12,1,yes,2,1,2,High,navigation,8
10003018,28,1,yes,2,1,2,High,reliability,6
10003019,6,3,no,2,1,2,High,other,8
10003020,5,1,yes,2,1,1,High,price,7
10003021,13,1,yes,2,1,2,High,price,6
10003022,27,3,yes,2,1,2,High,price,6
10003023,4,3,yes,2,1,2,High,price,7
10003024,8,1,yes,2,1,2,High,price,8
10003025,25,1,yes,1,1,2,High,price,8
10003026,14,1,yes,2,1,2,High,reliability,7
10003027,23,1,yes,2,1,1,High,features,8
10003028,2,1,yes,2,1,2,High,price,7
10003029,12,1,yes,2,1,3,High,reliability,6
10003030,7,3,yes,2,1,2,High,price,8
